segment_col,segment_value,label_col,label,auto_label,n_chunks_segment_label,n_chunks_segment_total,share_in_segment,global_share,diff_pp_vs_global,lift_vs_global,insight_score,representative_excerpt,insight_sentence
projeto,havana_iii,cluster_label,km_011,energia / energizante / usaria / banho,122,126,0.9682539682539683,0.02451768488745981,0.9437362833665085,39.49206349206349,4431.815546571135,"Deixa eu dividir pra vocês a minha tela e quando todo mundo estiver vendo grandão, eu começo a ler e a gente lê juntas, né? Na verdade. Todo mundo tá conseguindo ver? Sim. Sim? Então, vamos lá. Natura Todo Dia Energia te convida a começar o seu dia com mais disposição. É uma experiência de bem-estar matinal comprovada por especialistas. Linha com produtos que ativam seu corpo e despertam a mente. Uma linha com produtos que combina a fragrância energizante de flor de gengibre e tangerina com o poder da nutrição prebiótica mais vitamina E, que nutre e protege profundamente a sua pele. Os produtos se unem em ritual exclusivo de automassagem, que auxilia a circulação e desperta seus sentidos, eliminando toxinas e oxigenando seu corpo, trazendo assim mais disposição, vitalidade e bem-estar pra você. Todo dia é energia. Você pronta pra novo dia. Deu pra todo mundo acompanhar a leitura? Tá todo","Em projeto = havana_iii, o tema 'energia / energizante / usaria / banho' aparece em 96.8% dos chunks vs. 2.5% no total (lift 39.49x; n=122)."
projeto,jack_pearson,cluster_label,km_012,tecnologia / bio / bioeficiente / produto,170,200,0.85,0.034163987138263664,0.8158360128617363,24.88,3311.967877813505,"Então, tudo que ela vai oferecer, E no futuro aqui, então por exemplo, pra barba vai ter creme de barbear, vai ter balme pós-barba, vai ter óleo finalizador de barba, vai ter espuma de barbear, vai ter gel de barbear. Pra cabelos, vai ter shampoo dois em shampoo anti-caspa, shampoo anti-queda, loção anti-queda e pomada modeladora. Pra corpo, vai ter desodorante roll-on, vai ter sabonete em barra, sabonete límpido, hidratante corporal, hidratante para as mãos e áreas ressecadas, hidratante para o rosto, PRO-AID. E por fim, na parte de perfumaria, vai ter DEL- COLONIA e DEL-PARFUM e DEL-SPRAY e REFIL, tá? Então, só para vocês terem uma visão geral aí do que vai ser o futuro dessa marca, tá bom? Mas como eu disse para vocês, não é esse o nosso foco, então vou até parar de compartilhar aqui para a gente conversar pouquinho. O que acontece, gente? Toda essa linha aí que vocês viram, toda essa","Em projeto = jack_pearson, o tema 'tecnologia / bio / bioeficiente / produto' aparece em 85.0% dos chunks vs. 3.4% no total (lift 24.88x; n=170)."
projeto,anima,cluster_label,km_003,refil / embalagem / parece / formato,358,406,0.8817733990147784,0.07335209003215434,0.808421308982624,12.021108036979554,3189.6720936784263,"Posso pôr sua bolsa aqui? Me incomoda ficar com a gente assim com a bolsa. Desculpa, não vou te deixar sozinha na cama. Bom, meninas, muito bom. Bom, eu sou a [NOME], eu vou falar com vocês, né? Vamos lá! Eu sei que tem coisa pra ver e eu tenho muita coisa. O que eu vou mostrar pra vocês? Eu vou mostrar naturecos. Tá pensando em mudar a embalagem? Três opções, vocês não vão querer mais do que três, mas três grandes linhas de possíveis mudanças de embalagem. O que é super importante vocês entenderem? Primeiro, tudo ainda é preliminar, não tá finalizado, a gente tá fazendo testes, ouvindo as pessoas, então vocês vão ver, dá pra ter uma boa ideia do que é, mas fiquem muito à vontade pela opinião, falem o que vocês pensam. A gente sempre vai ter bode que ele mostra visualmente como vão ser essas embalagens. Então, como é que a gente vai ver na revista, como é que a gente vai ver se a gente p","Em projeto = anima, o tema 'refil / embalagem / parece / formato' aparece em 88.2% dos chunks vs. 7.3% no total (lift 12.02x; n=358)."
projeto,compras_digitais,cluster_label,km_013,revista / compra / site / comprar,432,492,0.8780487804878049,0.0912379421221865,0.7868108383656184,9.623724078650477,2931.223495171717,"eu sou [NOME] o odor muito apurado. Então, eu gosto de me sentir cheirosa. Acho que isso traz conforto pra mim e também pros outros, sabe? De chegar num lugar e o pessoal falar assim, nossa, que cheiro é esse? Que cheiro bom, sabe? Ter a presença marcada pelo odor. Tá, entendi. Agora eu queria entrar pouco mais especificamente em compra desses produtos, sempre pensando no primeiro momento sobre esses produtos. Me fala onde você costuma comprar, todos os lugares em que você costuma comprar esses produtos de higiene pessoal. Bom, eu tenho problema deixar as coisas muito por a última hora, então tipo, Ai, acabou? Vou comprar no dia que acabou. Então, eu costumo fazer normalmente, compro em loja física. Quando eu já, por exemplo, já tô mais organizada, vou fazer uma viagem que eu sei que tá mais pra frente, eu faço online. Mas normalmente são em lojas físicas que eu compro esses produtos. Al","Em projeto = compras_digitais, o tema 'revista / compra / site / comprar' aparece em 87.8% dos chunks vs. 9.1% no total (lift 9.62x; n=432)."
projeto,rosacea,cluster_label,km_017,propaganda / pele / produto / natura,417,539,0.7736549165120594,0.08380225080385852,0.6898526657082009,9.231910946196662,2368.061981114321,"Apareceu como mensagem direta, é isso? Fernanda, tá certinho, mensagem direta, porque aí vem só pra mim. Eu não achei. No chat, achou o chat ou o bate-papo? Chatte, achei. Isso, clica aí. Oi. Oi. Aí o que está escrito, anfitrião e palestrante, vê se consegue mudar para Ana Paula. Kelly, achou aí? Eu mudei. Achei, Ana Paula. Isso, manda para mim aí, de novo, o Jaqueline. Maravilha, a da Jaqueline chegou, falta a da Kelly. Não tá conseguindo enviar, É, o meu também não tá enviando. Peraí, eu tinha enviado, vamos ver se foi. A Kelly mandou. Tá, o meu foi, né? Foi, o seu foi. O meu não foi não. Clica aí de novo, vê se você consegue mandar pra todo mundo, Bri. Maravilha. Shirley, consegue mandar pra todo mundo. Ótimo, maravilha. Então, Eu vou mostrar aqui uma ideia pra vocês e a gente vai conversar sobre ela. Tá todo mundo vendo a minha tela? Sim, tem. Tá bom. E se você fosse mais amiga do te","Em projeto = rosacea, o tema 'propaganda / pele / produto / natura' aparece em 77.4% dos chunks vs. 8.4% no total (lift 9.23x; n=417)."
projeto,mercato_brasil,cluster_label,km_008,fusao / pedido / natura / avon,388,516,0.751937984496124,0.08098874598070739,0.6709492385154167,9.28447496489507,2156.6833216481955,"Do mesmo tempo, três anos. Eu me cadastrei em todas de uma vez só. Falei, vamos ver no que dá. Porque eu não vou precisar sair de casa, para comprar eles entregam, vou ter desconto, então tá tudo certo. Muito bom. Eu sou a [NOME], eu moro aqui na Zona Sul mesmo. Eu venho da Natura já há [IDADE] anos. Agora eu tô tentando vender a bomba, mas por conta dessa fusão eu tô tendo muitos problemas na parte de caixa, pedidos cancelados, transtorno. Vendo Mary Kay também. Por mais que eu tô tentando colocar outras marcas, mas só me conhecem como Judanatura. Já tentei vender o Dora, mas engraçado que quando eu sempre ia fazer meu cadastro, que algumas amigas, clientes que falam, olha, eu gosto disso, eu ia fazer aquele determinado pedido e não tinha os produtos. Principalmente de cabelo. É o Dora? Sim, de cabelo. Aí eu peguei, assim, outro termo foi, eu peguei o Hanso porque eu tentei fazer a pess","Em projeto = mercato_brasil, o tema 'fusao / pedido / natura / avon' aparece em 75.2% dos chunks vs. 8.1% no total (lift 9.28x; n=388)."
publico,consumidoras,cluster_label,km_000,presente / dar / gosta / comprar,190,261,0.7279693486590039,0.04782958199356913,0.6801397666654347,15.220065037509258,1837.6100261499819,"Que legal. Não. E você, já vamos falar mais disso aí, eu quero saber mais sobre isso que você tá falando, hein? Mas você trabalha com o quê? Desculpa, não sei se você falou, que eu não ouvi. É a área contábil. A área contábil, tá, legal. E na Zona Sul, né, que você falou. É, eu comecei a faculdade, mas foi justo 2019, aí de 2020 houve a pandemia, tranquei e não voltei ainda. Tá. O que você estudava na faculdade? Contabilidade? Ciências contábeis. Ciências contábeis. Legal. Mas eu vou voltar. Vai sim, vai sim, já você volta. E me fala uma coisa, você fala uma coisa que eu fiquei muito curioso em saber, quer dizer que você gosta de dar presentinho aqui, presentinho ali, é isso? Conta mais. Mas... É, quero saber. Eu sou a [NOME] presentes da empresa. Então, todo mês tem dois, três aniversariantes, sou eu a responsável. Então a gente faz aquele rateio, né? E eu vou lá e compro. A maioria das","Em publico = consumidoras, o tema 'presente / dar / gosta / comprar' aparece em 72.8% dos chunks vs. 4.8% no total (lift 15.22x; n=190)."
publico,consultoras,cluster_label,km_005,natura / clientes / vende / cliente,290,445,0.651685393258427,0.07737138263665595,0.574314010621771,8.422822121698527,1236.2789154249585,"Mas agora tá tudo voltando ao normal, graças a Deus. Que ótimo. E uma dúvida com relação a sua dinâmica de vendas, né? A escola, ela ajuda muito nessa dinâmica, o fato de registrar na escola? Sim, sim, ajuda. Porque lá eu tenho contato com muita gente, né? E eu deixo assim, às vezes, as revistinhas mesmo, a gente fala A impressa, os livrinhos ficam lá, aí os professores pegam a folha e falam assim, Sisi, traz isso aqui pra mim. Muita coisa eles já conhecem, então traz pra mim. Beleza. Os alunos também me veem, chega lá toda cheirosa, né, que eu faço mó propaganda dos perfumes. Aí você fala, nossa, Bruna, esse daí é muito gostoso. Nossa, você tá usando o creme? Que creme é esse? Acabo vendendo também. Pra pai de aluno, pros conhecidos dos alunos, enfim. Fica bastante gente aí conhecendo os produtos. E existe uma necessidade, você vê, dos seus clientes de amostra, assim, tipo, pra conhecer","Em publico = consultoras, o tema 'natura / clientes / vende / cliente' aparece em 65.2% dos chunks vs. 7.7% no total (lift 8.42x; n=290)."
projeto,gaia_ii,cluster_label,km_010,transmite / tecnologia / embalagem / parece,208,416,0.5,0.0420016077170418,0.4579983922829582,11.904306220095695,1038.784181295097,"Esse do meio tem uma sofisticação? Oi! Isso, isso. Me conta pouquinho sobre isso. Como que você percebeu a sofisticação aí, Anny? Então, ele tem os arredores, eles são arredondados, né? Então, a partezinha de cima do puppy, ele desceu e trouxe o douradozinho pra própria embalagem. Ele deixou de ser puppy. É aqui que você tá dizendo, né? Isso. Aqui, do lado direito, que tem a embalagem velha, ele tinha .. É como se fosse no final ali do puppy, ele tinha uma rodanazinha, negocinho, que aí ele desceu e veio pra embalagem mesmo, o douradinho. E ele era puppy, né? Ele passou a ser conta-gotas, eu acho. E o que transmite isso para você, Anne, quando você vê esse produto nessa embalagem apresentado dessa forma? Eu prefiro a ideia do pop do que do conta-gotas. Eu acho que se ele tivesse vindo nessa mesma embalagem, só que com o pump, seria melhor, porque o conta-gotas você tem acesso ao produto,","Em projeto = gaia_ii, o tema 'transmite / tecnologia / embalagem / parece' aparece em 50.0% dos chunks vs. 4.2% no total (lift 11.90x; n=208)."
projeto,bem_maes,cluster_label,km_004,mae / casa / filho / cuidar,92,101,0.9108910891089109,0.06712218649517684,0.843768902613734,13.570640896424973,975.8178604381599,"Deixa eu colocar vocês aqui pra cima pra eu conseguir ler tudo. Então, vamos lá. Muitas vezes, nós mães ficamos tão preocupadas com quem está à nossa volta que acabamos esquecendo de nós mesmas. É claro que nosso coração fica tranquilo quando nossos filhos estão bem. Porém, reconhecer que o bem-estar de nossos filhos começa com o nosso bem-estar bem pode ser libertador. Assumir amorosamente todas as nossas versões, mãe, mulher, amiga, filha, companheira, profissional. Se arrumar, sair com as amigas, passar batom, usar aquele perfume para momentos especiais, fazer ritual de autocuidado, cuidar da pele, do cabelo, fazer uma massagem, uma viagem a tempos planejada, colocar em prática algum sonho. Quanto mais feliz a gente é em cada de nossos papéis, mais inteira nos sentimos e nos tornamos as melhores mães que podemos ser. Que nesse dia das mães a gente lembre de se cuidar para também poder","Em projeto = bem_maes, o tema 'mae / casa / filho / cuidar' aparece em 91.1% dos chunks vs. 6.7% no total (lift 13.57x; n=92)."
